# Copyright (c) 2016 CJKVI Database
UTC-01279	⿱⿰并馬火
UTC-01280	⿰火⿱𤇾呆
UTC-01281	⿰牟金
UTC-01282	⿺瓜金
UTC-01283	⿰矛金
UTC-01284	⿰票⿱夂隹
UTC-01285	⿱竹鐻
UTC-01286	⿱艹灭
UTC-01287	⿱艹㷅
UTC-01288	⿱艹溶
UTC-01289	⿱艹漚
UTC-01290	⿰赤營
UTC-01291	⿱分金
UTC-01292	⿰金亘
UTC-01293	⿱⿰夕弋金
UTC-01294	⿱厽金
UTC-01295	⿰金丞
UTC-01296	⿰金皁
UTC-01298	⿰金甸
UTC-01299	⿱⿰歹戈金
UTC-01300	⿰金㓧
UTC-01302	⿰金离
UTC-01303	⿰金脊
UTC-01305	⿰金夐
UTC-01306	⿰金嘗
UTC-01308	⿰金⿳⿴𦥑同冖見
UTC-01309	⿰⿱火丁頁
UTC-01312	⿺辶⿳穴⿰月⿰⿲⿱幺长⿱言马⿱幺长刂心
UTC-01313	⿰不又
UTC-01314	⿰不戈
UTC-01315	⿰正正
UTC-01316	⿰𠂤朿
UTC-01317	⿰糹尹
UTC-01319	⿱幺儿
UTC-01321	⿱八隹
UTC-01322	⿱八魚
UTC-01323	⿱册口
UTC-01324	⿰氵⿱册口
UTC-01325	⿰方⿱𠂉𠇦
UTC-01328	⿱𠔼隹
UTC-01331	⿱凶十
UTC-01332	⿳匕凶十
UTC-01335	⿰𠬝𠬝
UTC-01336	⿰午卩
UTC-01340/KC-01500	⿰單斤
UTC-01341	⿰單⿱𠂉斤
UTC-01343	⿴囗占
UTC-01346	⿰亻攵
UTC-01348	⿱夂豕
UTC-01349	⿱⿰彖彖口
UTC-01352	⿱女廾
UTC-01357/USAT06750	⿰女力
UTC-01359	⿱子止
UTC-01360	⿰子矢
UTC-01361	⿱𡧊止
UTC-01364	⿱宀叩
UTC-01365	⿱宀如
UTC-01370	⿱弓口
UTC-01371	⿰彳𥃭
UTC-01373	⿱④戈
UTC-01374	⿰戍束
UTC-01375	⿰户商
UTC-01376	⿰隹攵
UTC-01377	⿰午斤
UTC-01378	⿱朱火
UTC-01379	⿲木矢木
UTC-01380	⿱木鬲
UTC-01381	⿱止它
UTC-01382	⿱止隹
UTC-01383	⿱止幸
UTC-01384	⿱止絲
UTC-01385	⿰氵北
UTC-01386	⿱交火
UTC-01387	⿰戍奚
UTC-01388	⿰爿㕛
UTC-01389	⿴囗爿
UTC-01390	⿰犬攵
UTC-01392	⿻丷由
UTC-01393	⿱皿丁
UTC-01394	⿱目口
UTC-01395	⿰矢矢
UTC-01396	⿰石耳
UTC-01397	⿱⑧示
UTC-01399	⿸疒⿰禾⿳艹黽火
UTC-01400	⿰犭⿱米覃
UTC-01402	⿱网䜌
UTC-01403	⿻羊䀠
UTC-01404	⿱艹𦎫
UTC-01406	⿰臣殳
UTC-01407	⿱自巾
UTC-01409	⿸虎口
UTC-01410	⿺虎匕
UTC-01411	⿰虎④
UTC-01412	⿲彳⿱止方亍
UTC-01413	⿲彳⿱止幸亍
UTC-01414	⿰角又
UTC-01415	⿱角廾
UTC-01416	⿰壴殳
UTC-01417	⿰豕匕
UTC-01418	⿰豕矢
UTC-01419	⿰豕卩
UTC-01420	⿱貝口
UTC-01424	⿰阝寅
UTC-01426	⿱匕鬯
UTC-01427	⿰鹿鹿
UTC-01428	⿸廌癸
UTC-01429	⿰龜攵
UTC-01430	⿱艹龜
UTC-01431	⿰女鼄
UTC-01432	⿰鼎攵
UTC-01433	⿱龍丙
UTC-01434	⿰⿱丙止攵
UTC-01435	⿱丙止
UTC-01436	⿰彳川
UTC-01438	⿲彳步亍
UTC-01439	⿰寻某
UTC-01440	⿱宀卹
UTC-01442	⿲木己木
UTC-01443	⿱林己
UTC-01444	⿱丙丙
UTC-01445	⿰兮旬
UTC-01446	⿳爫耳又
UTC-01447	⿰壴女
UTC-01448	⿱汄皿
UTC-01449	⿰女兓
UTC-01450	⿰㞢又
UTC-01451	⿴囗㚔
UTC-01452	⿴囗⿱口㚔
UTC-01453	⿱⿰矢矢來
UTC-01454	⿰丙言
UTC-01455	⿰⿴囗⿳人人人言
UTC-01456	⿱冖由
UTC-01457	⿱凡甾
UTC-01458	⿰币甾
UTC-01459	⿱冖甾
UTC-01460	⿱辡𠔿
UTC-01461	⿰阝企
UTC-01463	⿱㲋丂
UTC-01464	⿰阝尊
UTC-01465	⿰弓鱼
UTC-01466	⿱鼓女
UTC-01467	⿹戈冬
UTC-01468	⿸疒兴
UTC-01469	⿰亻𬂉
UTC-01471	⿱止高
UTC-01472	⿰钅⿱成土
UTC-01473	⿰钅屋
UTC-01474	⿱车口
UTC-01475	⿰马鬼
UTC-01476	⿱宀⿰禹攵
UTC-01477	⿰纟可
UTC-01478	⿺辶咅
UTC-01479	⿰氵负
UTC-01480	⿰牛⿸户甫
UTC-01481	⿰阝蒦
UTC-01482	⿰彳⿳尗田壬
UTC-01483	⿰彳叀
UTC-01484	⿱允𪢾
UTC-01485	⿱身心
UTC-01486	⿰里匀
UTC-01487	⿱人心
UTC-01488	⿰才匕
UTC-01489	⿰幺⿹𠃌一
UTC-01490	⿰月⿻丷夫
UTC-01491	⿰阝圭
UTC-01492	⿰耳午
UTC-01493	⿸虍君
UTC-01494	⿱宀𣶃
UTC-01495	⿱罒辛
UTC-01496	⿺辶炅
UTC-01497	⿱方虫
UTC-01498	⿸虍含
UTC-01499	⿰礻㚻
UTC-01500	⿰愄戈
UTC-01501	⿱日虫
UTC-01502	⿱既力
UTC-01503	⿸虍皆
UTC-01504	⿳爫內又
UTC-01505	⿰醫攴
UTC-01506	⿺𠃊西
UTC-01507	⿰鳥妟
UTC-01508	⿰禾㚻
UTC-01509	⿱厶言
UTC-01510	⿱⿰舟頁止
UTC-01511	⿱旂心
UTC-01512	⿰阝昔
UTC-01513	⿱宀卉
UTC-01514	⿰糹𠮯
UTC-01515	⿳罒儿皿
UTC-01516	⿰氵⿳⺊日又
UTC-01517	⿱巴心
UTC-01518	⿰臣𪠲
UTC-01519	⿸麆又
UTC-01520	⿱川田
UTC-01521	⿱母田
UTC-01522	⿰⿱幺言斤
UTC-01523	⿰土膚
UTC-01524	⿺辶畢
UTC-01525	⿰工戈
UTC-01526	⿱⿰亓亓必
UTC-01527	⿱皮止
UTC-01528	⿱卑止
UTC-01529	⿰𦣻禾
UTC-01530	⿸虍介
UTC-01531	⿸疒妟
UTC-01532	⿱⑧虫
UTC-01533	⿰氵⿸疒⿳又丿出
UTC-01534	⿳又亅心
UTC-01535	⿱僉日
UTC-01536	⿰紿⿹𠃌一
UTC-01537	⿱竹雀
UTC-01538	⿱止壬
UTC-01539	⿱艹𮕩
UTC-01540/T13-2D77	⿰單犬
UTC-01541	⿱㡀䖵
UTC-01542	⿰貝它
UTC-01543	⿳宀𨾴心
UTC-01544	⿲彳⿱幺止亍
UTC-01545	⿺辶𫢁
UTC-01546	⿱止立
UTC-01547	⿰阝禾
UTC-01548	⿱宀眔
UTC-01549	⿵門⿰夕刂
UTC-01550	⿰⿱舟止頁
UTC-01551	⿹⿶戈一首
UTC-01552	⿱爫卒
UTC-01553	⿱𦥑鬲
UTC-01554	⿱雨壨
UTC-01555	⿱母日
UTC-01556	⿳二八子
UTC-01557	⿰主主
UTC-01558	⿰介介
UTC-01559	⿱⿰耳兇心
UTC-01560	⿰阝⿱來土
UTC-01561	⿱炏水
UTC-01562	⿱莘臣
UTC-01563	⿰方⿱𠂉早
UTC-01564	⿰𠂈⿱幺王
UTC-01565	⿰氵⿱亓⿰丌丌
UTC-01566	⿰氵⿱虫虫
UTC-01567	⿰氵⿱乍木
UTC-01568	⿰氵⿱余口
UTC-01569	⿱竹膚
UTC-01570	⿰氵死
UTC-01571	⿰⿱余口攵
UTC-01572	⿸虍⿱且又
UTC-01573	⿰亻𠩛
UTC-01574	⿺辶复
UTC-01575	⿱乍又
UTC-01576	⿰⿱土古土
UTC-01577	⿱來子
UTC-01578	⿱卞又
UTC-01579	⿱既而
UTC-01580	⿱既火
UTC-01581	⿰⿷匚炎戈
UTC-01582	⿱化示
UTC-01583	⿰爿首
UTC-01584	⿰匀犬
UTC-01585	⿰彳⿳日𢆶土
UTC-01587	⿱可䖵
UTC-01588	⿱及止
UTC-01589	⿱羽亓
UTC-01590	⿱𬂴衣
UTC-01591	⿰女𡵂
UTC-01592	⿰米⿱臼土
UTC-01593	⿱⿲乡釆阝皿
UTC-01594	⿰韋皮
UTC-01595	⿱聿止
UTC-01596	⿰壴干
UTC-01597	⿰童攵
UTC-01598	⿰妟頁
UTC-01599	⿱凥日
UTC-01601	⿰女火
UTC-01602	⿱占月
UTC-01603	⿱宀某
UTC-01604	⿱𠓗月
UTC-01605	⿱丹口
UTC-01606	⿰王戈
UTC-01607	⿱⿴𠂊⺀木
UTC-01608	⿱止室
UTC-01609	⿱石則
UTC-01610	⿰矛此
UTC-01611	⿱降止
UTC-01612	⿱雨匕
UTC-01613	⿸产火
UTC-01614	⿱儇糸
UTC-01615	⿱口㚔
UTC-01616	⿰言⿱幺夊
UTC-01617	⿱⿰弓石邑
UTC-01618	⿱來止
UTC-01619	⿱亼𫂵
UTC-01620	⿺辶⿱來土
UTC-01621	⿰衤⿱䀠弇
UTC-01622	⿰爿𦣻
UTC-01623	⿰豆戈
UTC-01624	⿰膚攴
UTC-01625	⿸虍㚔
UTC-01626	⿱萬土
UTC-01628	⿰糹⿱火𠬞
UTC-01629	⿺辶⿰方⿱𠂉羊
UTC-01630	⿳厶大元
UTC-01631	⿱殷邑
UTC-01632	⿰舟⿳八一𠬞
UTC-01633	⿱⿱⿱亠丷冖正
UTC-01634	⿱啇止
UTC-01635	⿱鬲止
UTC-01636	⿱帝止
UTC-01637	⿺辶叀
UTC-01638	⿸病丙
UTC-01639	⿱小人
UTC-01640	⿰⿱井田力
UTC-01641	⿰言屰
UTC-01642	⿳甾冖用
UTC-01643	⿱𫝀禹
UTC-01644	⿰貟⿹𠃌一
UTC-01645	⿰鳥咎
UTC-01646	⿰馬⿱口土
UTC-01647	⿰丨⿱丿乀
UTC-01648	⿹⿻戈幺人
UTC-01649	⿰弓𠮡
UTC-01650	⿰弓⿱𠮡力
UTC-01651	⿱安口
UTC-01652	⿺女丶
UTC-01653	⿱𫻶貝
UTC-01654	⿱之貝
UTC-01655	⿱亡貝
UTC-01656	⿱目又
UTC-01657	⿰彳⿱⿱幺夊止
UTC-01658	⿱之叹
UTC-01659	⿳⿴𦥑同冖昔
UTC-01660	⿰口擰
UTC-01661	⿰口領
UTC-01662	⿰衤加
UTC-01663	⿰豆完
UTC-01664	⿸广囬
UTC-01665	⿰寧六
UTC-01666	⿰口𩾵
UTC-01667	⿰钅㚇
UTC-01668	⿰口览
UTC-01669	⿱罒绢
UTC-01670	⿰镸㐬
UTC-01671	⿻二丨
UTC-01672	⿰华甲
UTC-01673	⿸厂义
UTC-01674	⿸厌女
UTC-01675	⿷匚卖
UTC-01676	⿷匚单
UTC-01677	⿰亻从
UTC-01679	⿰亻当
UTC-01680	⿰亻间
UTC-01682	⿰亻带
UTC-01683	⿰亻贵
UTC-01684	⿰亻虑
UTC-01685	⿰亻赞
UTC-01686	⿱加仑
UTC-01687	⿰冫毕
UTC-01688	⿰冫卖
UTC-01689	⿰专刂
UTC-01690	⿰丽刂
UTC-01691	⿰虑力
UTC-01692	⿰⿱𣦵贝又
UTC-01693	⿰土韦
UTC-01694	⿰土冈
UTC-01695	⿰土𠬤
UTC-01696	⿰土乔
UTC-01697	⿰土佥
UTC-01698	⿰土带
UTC-01699	⿰土监
UTC-01700	⿰土阎
UTC-01701	⿱渐土
UTC-01702	⿰口夹
UTC-01703	⿰口贪
UTC-01704	⿰口尝
UTC-01705	⿰口亲
UTC-01706	⿰口监
UTC-01707	⿰口献
UTC-01708	⿰口颜
UTC-01709	⿰口赞
UTC-01710	⿰山从
UTC-01711	⿱山龙
UTC-01712	⿰山东
UTC-01713	⿰山卢
UTC-01714	⿱山业
UTC-01715	⿱山尧
UTC-01716	⿱山则
UTC-01717	⿰山会
UTC-01718	⿰山军
UTC-01719	⿰山农
UTC-01720	⿱山严
UTC-01721	⿱山狱
UTC-01722	⿱山献
UTC-01723	⿰山赞
UTC-01724	⿰巾乌
UTC-01725	⿰巾戋
UTC-01726	⿰巾娄
UTC-01727	⿰巾阑
UTC-01728	⿲彳⿳山一鱼攵
UTC-01729	⿸广会
UTC-01730	⿸广带
UTC-01731	⿸广⿱夹土
UTC-01732	⿸广𫺁
UTC-01733	⿱宀为
UTC-01734	⿰子亚
UTC-01735	⿰女𠃓
UTC-01736	⿰女专
UTC-01737	⿱𫇦女
UTC-01738	⿰女黾
UTC-01739	⿰女赖
UTC-01740	⿰王车
UTC-01742	⿰王寿
UTC-01743	⿰王肃
UTC-01744	⿰木广
UTC-01745	⿰木仑
UTC-01747	⿱⿰〢⿱𠂉丶木
UTC-01748	⿰木刍
UTC-01749	⿰木写
UTC-01750	⿰木𠬤
UTC-01751	⿰木产
UTC-01752	⿰木军
UTC-01753	⿰木尽
UTC-01754	⿰木时
UTC-01755	⿰木肃
UTC-01756	⿰木贲
UTC-01757	⿰木带
UTC-01758	⿰木萧
UTC-01759	⿰木阎
UTC-01760	⿰木绵
UTC-01761	⿰木赖
UTC-01762	⿰木数
UTC-01763	⿰犭卢
UTC-01764	⿰犭亚
UTC-01765	⿰犭乔
UTC-01766	⿰犭来
UTC-01767	⿰犭呙
UTC-01768	⿰犭员
UTC-01769/GHZR31449.10	⿰犭亞
UTC-01770	⿰犭斩
UTC-01771	⿰犭贲
UTC-01772	⿰犭婴
UTC-01773	⿲犭⿱艹单斤
UTC-01774	⿰无瓦
UTC-01775	⿱⿰贝贝瓦
UTC-01776	⿰娄瓦
UTC-01777	⿰区攴
UTC-01778	⿰乔攵
UTC-01779	⿰日严
UTC-01780	⿱日离
UTC-01781	⿱日难
UTC-01782	⿰氵从
UTC-01783	⿰氵东
UTC-01784	⿰氵闪
UTC-01785	⿱执水
UTC-01786	⿱亦水
UTC-01787	⿰氵毕
UTC-01788	⿰氵岂
UTC-01789	⿰氵闯
UTC-01790	⿰氵佥
UTC-01791	⿰氵闲
UTC-01792	⿰氵顶
UTC-01793	⿰氵览
UTC-01794	⿰氵亲
UTC-01795	⿰氵养
UTC-01796	⿰氵贺
UTC-01797	⿰氵营
UTC-01798	⿰氵婴
UTC-01799	⿰氵隐
UTC-01800	⿰氵翚
UTC-01801	⿰氵简
UTC-01802	⿰氵箫
UTC-01803	⿰氵鲜
UTC-01804	⿰湿页
UTC-01805	⿰扌长
UTC-01806	⿰扌乌
UTC-01807	⿰扌闪
UTC-01808	⿰扌孙
UTC-01809	⿰扌丽
UTC-01810	⿰扌坚
UTC-01811	⿰扌闰
UTC-01812	⿰扌规
UTC-01813	⿰扌斩
UTC-01814	⿰扌带
UTC-01815	⿰扌贵
UTC-01816	⿰扌骞
UTC-01817	⿱舆手
UTC-01818	⿰牛冈
UTC-01819	⿰牛𢀖
UTC-01820	⿰牛尧
UTC-01821	⿰牛罢
UTC-01822	⿰宁毛
UTC-01823	⿰娄毛
UTC-01824	⿰监毛
UTC-01825	⿰片戋
UTC-01826	⿰月乡
UTC-01827	⿰月尧
UTC-01828	⿰月黾
UTC-01829	⿰月肃
UTC-01830	⿱吂⿲月鸟凡
UTC-01831	⿰乌欠
UTC-01832	⿰佥欠
UTC-01833	⿰肃欠
UTC-01835	⿰方⿱𠂉会
UTC-01836	⿱火长
UTC-01837	⿰火𠬤
UTC-01838	⿰火参
UTC-01839	⿰火贲
UTC-01840	⿰忄广
UTC-01841	⿰忄专
UTC-01842	⿰忄仑
UTC-01843	⿱执心
UTC-01844	⿰忄刘
UTC-01845	⿱贡心
UTC-01846	⿰忄𫔮
UTC-01847	⿱斩心
UTC-01848	⿰忄黾
UTC-01849	⿰忄罗
UTC-01850	⿰忄质
UTC-01851	⿱带心
UTC-01852	⿰忄𬜯
UTC-01853	⿰忄党
UTC-01854	⿱滞心
UTC-01855	⿱𬥈心
UTC-01856	⿰母鸟
UTC-01857	⿰礻𠃓
UTC-01858	⿰礻会
UTC-01859	⿰礻题
UTC-01860	⿰石历
UTC-01861	⿰石为
UTC-01862	⿱𫇦石
UTC-01863	⿰石龙
UTC-01864	⿰石𠬤
UTC-01865	⿰石亚
UTC-01866	⿰石严
UTC-01867	⿰石呙
UTC-01868	⿰石间
UTC-01869	⿰石贤
UTC-01870	⿰石钦
UTC-01871	⿰石监
UTC-01872	⿰石诸
UTC-01873	⿰目从
UTC-01874	⿱𫇦目
UTC-01875	⿰目训
UTC-01876	⿱亦目
UTC-01877	⿰目丽
UTC-01878	⿰目坚
UTC-01880	⿰目规
UTC-01881	⿰目黾
UTC-01882	⿰目党
UTC-01883	⿱残皿
UTC-01884	⿱赣皿
UTC-01885	⿰矢见
UTC-01886	⿰矢罢
UTC-01887	⿰禾广
UTC-01888	⿰禾齐
UTC-01889	⿰禾资
UTC-01890	⿰白乐
UTC-01891	⿸疒为
UTC-01892	⿸疒齐
UTC-01893	⿸疒贵
UTC-01894	⿸疒挛
UTC-01895	⿱须立
UTC-01896	⿱穴龙
UTC-01897	⿱穴条
UTC-01898	⿱穴⿰正见
UTC-01899	⿰皮卖
UTC-01900	⿰卖皮
UTC-01901	⿰戋虎
UTC-01902	⿰虫无
UTC-01903	⿰虫车
UTC-01904	⿱⿰〢又虫
UTC-01905	⿰虫从
UTC-01906	⿰虫仑
UTC-01907	⿰虫为
UTC-01908	⿰虫戋
UTC-01909	⿱龙虫
UTC-01910	⿰虫𠬤
UTC-01911	⿰虫𢀖
UTC-01912	⿱亚虫
UTC-01913	⿰虫过
UTC-01914	⿰虫岂
UTC-01915	⿱陈虫
UTC-01916	⿰虫责
UTC-01917	⿰虫斩
UTC-01918	⿰虫贲
UTC-01919	⿰虫婴
UTC-01920	⿱维虫
UTC-01921	⿱难肉
UTC-01922	⿰缶贯
UTC-01923	⿰舌单
UTC-01924	⿱竹专
UTC-01925	⿱竹卢
UTC-01926	⿱竹过
UTC-01927	⿱竹乔
UTC-01928	⿱竹汤
UTC-01929	⿱竹约
UTC-01930	⿱竹钟
UTC-01931	⿱竹辂
UTC-01932	⿱竹赢
UTC-01933	⿰舟双
UTC-01934	⿰舟刍
UTC-01935	⿰舟娄
UTC-01936	⿰衤艺
UTC-01937	⿰衤龙
UTC-01938	⿰衤厌
UTC-01939	⿰衤农
UTC-01940	⿰衤丽
UTC-01942	⿰衤参
UTC-01943	⿰羊几
UTC-01944	⿰羊娄
UTC-01945	⿰米长
UTC-01946	⿰米𬞕
UTC-01947	⿱艹与
UTC-01948	⿱艹𠃓
UTC-01949	⿱艹区
UTC-01951	⿱艹归
UTC-01952	⿱艹对
UTC-01953	⿱艹过
UTC-01954	⿱艹师
UTC-01955	⿱艹岂
UTC-01956	⿱艹杀
UTC-01957	⿱艹杂
UTC-01958	⿱艹负
UTC-01959	⿱艹刘
UTC-01960	⿱艹设
UTC-01961	⿱艹𫔮
UTC-01962	⿱𫇦示
UTC-01963/G_PGLG2020	⿱艹纳
UTC-01964	⿱艹纷
UTC-01965	⿱艹卖
UTC-01966	⿱艹斩
UTC-01968	⿱艹终
UTC-01970	⿱艹贲
UTC-01971	⿱艹复
UTC-01972	⿱艹虑
UTC-01973	⿱艹罢
UTC-01974	⿱艹职
UTC-01975	⿱艹赖
UTC-01976	⿱艹⿰类页
UTC-01977	⿱艹嚣
UTC-01978	⿱羽夹
UTC-01979	⿰寿羽
UTC-01980	⿰纟不
UTC-01981	⿰纟介
UTC-01982	⿰纟丙
UTC-01983	⿰纟付
UTC-01984	⿰纟句
UTC-01985	⿰纟主
UTC-01986	⿰纟玄
UTC-01987	⿰纟它
UTC-01988	⿰纟弘
UTC-01989	⿰纟亙
UTC-01990	⿰纟成
UTC-01991	⿰纟夹
UTC-01992	⿰纟毕
UTC-01993	⿰纟朱
UTC-01994	⿰纟乔
UTC-01995	⿰纟争
UTC-01996	⿰纟次
UTC-01997	⿰纟亥
UTC-01998	⿰纟并
UTC-01999	⿰纟求
UTC-02000	⿰纟孛
UTC-02001	⿰纟辰
UTC-02002	⿰纟员
UTC-02003	⿰纟豸
UTC-02004	⿰纟免
UTC-02005	⿰纟间
UTC-02006	⿰纟𠬶
UTC-02007	⿰纟或
UTC-02008	⿰纟画
UTC-02009	⿰纟疌
UTC-02010	⿰纟妻
UTC-02011	⿰纟易
UTC-02012	⿰纟卑
UTC-02013	⿰纟忩
UTC-02014	⿰纟忽
UTC-02015	⿰纟炎
UTC-02016	⿰纟肃
UTC-02017	⿰纟参
UTC-02018	⿰纟封
UTC-02019	⿰纟牵
UTC-02020	⿰纟㚇
UTC-02021	⿰纟怱
UTC-02022	⿰纟逆
UTC-02023	⿰纟索
UTC-02024	⿰纟原
UTC-02025	⿰纟致
UTC-02026	⿰纟宰
UTC-02027	⿰纟旋
UTC-02028	⿰纟習
UTC-02029	⿰纟散
UTC-02030	⿰纟惠
UTC-02031	⿰纟雋
UTC-02032	⿰纟尊
UTC-02033	⿰纟矞
UTC-02034	⿰纟赖
UTC-02035	⿰纟解
UTC-02036	⿰纟蔥
UTC-02037	⿰纟僕
UTC-02038	⿰纟憂
UTC-02039	⿺走乐
UTC-02040	⿺走尧
UTC-02041	⿺走乔
UTC-02042	⿺走卖
UTC-02043	⿰车㔾
UTC-02044	⿰车川
UTC-02045	⿰车凡
UTC-02046	⿰车义
UTC-02047	⿰车王
UTC-02048	⿰车元
UTC-02049	⿰车屯
UTC-02050	⿰车反
UTC-02051	⿰车巴
UTC-02052	⿰车戋
UTC-02053	⿰车平
UTC-02054	⿱⿰〢⿱𠂉丶车
UTC-02055	⿰车付
UTC-02056	⿰车氐
UTC-02057	⿰车句
UTC-02058	⿰车包
UTC-02059	⿰车对
UTC-02060	⿰车共
UTC-02061	⿱共车
UTC-02062	⿰车旬
UTC-02063	⿰车完
UTC-02064	⿰车君
UTC-02065	⿰车青
UTC-02066	⿰车夌
UTC-02067	⿰车取
UTC-02068	⿰车卖
UTC-02069	⿰车非
UTC-02070	⿰车果
UTC-02071	⿰车朋
UTC-02072	⿰车臽
UTC-02073	⿰车宛
UTC-02074	⿰车耑
UTC-02075	⿰车复
UTC-02076	⿰车度
UTC-02077	⿰车秦
UTC-02078	⿰车监
UTC-02079	⿱殸车
UTC-02080	⿰车啬
UTC-02081	⿰车𦓔
UTC-02082	⿰车尞
UTC-02083	⿰车番
UTC-02084	⿰车童
UTC-02085	⿰车孱
UTC-02086	⿰车蓋
UTC-02087	⿰车献
UTC-02088	⿱𣪠车
UTC-02089	⿰车蔺
UTC-02090	⿰车磊
UTC-02091	⿰车臱
UTC-02092	⿰酉𠬤
UTC-02093	⿰酉𬜯
UTC-02094	⿰酉监
UTC-02095	⿱辰会
UTC-02096	⿰豕觅
UTC-02097	⿰豕娄
UTC-02098	⿱弋贝
UTC-02099	⿰贝元
UTC-02100	⿰贝氐
UTC-02101	⿰贝卒
UTC-02102	⿰云费
UTC-02103	⿰贝鬼
UTC-02104	⿱贝
UTC-02105	⿰贝⿱龹贝
UTC-02106	⿰贝益
UTC-02107	⿰贝猋
UTC-02108	⿰贝廉
UTC-02109	⿰贝臧
UTC-02110	⿱虤贝
UTC-02111	⿰必见
UTC-02112	⿰丽见
UTC-02113	⿰间见
UTC-02114	⿰娄见
UTC-02115	⿰虘见
UTC-02116	⿰𤔔见
UTC-02117	⿰䖒见
UTC-02118	⿰𧾷双
UTC-02119	⿰𧾷岁
UTC-02120	⿰𧾷丽
UTC-02121	⿰𧾷连
UTC-02122	⿰𧾷带
UTC-02123	⿱带足
UTC-02124	⿰𧾷贵
UTC-02125	⿰无阝
UTC-02126	⿰为阝
UTC-02127	⿰枭阝
UTC-02128	⿰费阝
UTC-02129	⿰身单
UTC-02130	⿺辶𠃓
UTC-02131	⿺辶尧
UTC-02132	⿺辶带
UTC-02133	⿰谷龙
UTC-02134	⿰谷卖
UTC-02135	⿰角乐
UTC-02136	⿳⺍冖角
UTC-02137	⿰角来
UTC-02138	⿰角间
UTC-02139	⿰角間
UTC-02140	⿰讠丩
UTC-02141	⿰讠𠃓
UTC-02142	⿰讠艺
UTC-02143	⿰讠屯
UTC-02144	⿰讠反
UTC-02145	⿰讠为
UTC-02146	⿰讠冘
UTC-02147	⿱𫇦言
UTC-02148	⿰讠央
UTC-02149	⿰讠冉
UTC-02150	⿰讠失
UTC-02151	⿰讠令
UTC-02152	⿰讠句
UTC-02153	⿰讠包
UTC-02154	⿰讠永
UTC-02155	⿰讠奴
UTC-02156	⿰讠夹
UTC-02157	⿰讠合
UTC-02158	⿰讠各
UTC-02159	⿰讠多
UTC-02160	⿰讠交
UTC-02161	⿰讠志
UTC-02162	⿰讠严
UTC-02163	⿰讠甫
UTC-02164	⿰讠冏
UTC-02165	⿰讠利
UTC-02166	⿰讠幸
UTC-02167	⿰讠林
UTC-02168	⿰讠卓
UTC-02169	⿰讠叕
UTC-02170	⿰讠聂
UTC-02171	⿰讠原
UTC-02172	⿰讠高
UTC-02173	⿰讠奢
UTC-02174	⿰讠移
UTC-02175	⿰讠敢
UTC-02176	⿰讠隋
UTC-02177	⿰讠習
UTC-02178	⿰讠臯
UTC-02179	⿰讠亶
UTC-02180	⿰讠意
UTC-02181	⿰讠寋
UTC-02182	⿰讠需
UTC-02184	⿱雨对
UTC-02185	⿱雨单
UTC-02186	⿵门女
UTC-02187	⿵门牙
UTC-02188	⿵门为
UTC-02189	⿵门平
UTC-02190	⿵门身
UTC-02191	⿰杀闪
UTC-02192	⿵门曷
UTC-02193	⿵门俞
UTC-02194/G_Z2382304	⿵门臭
UTC-02195	⿵门堂
UTC-02196	⿵门翕
UTC-02197	⿵门辟
UTC-02198	⿰阝⿱少马
UTC-02199	⿰阝贲
UTC-02200	⿰钅几
UTC-02201	⿰钅力
UTC-02202	⿰钅于
UTC-02203	⿰钅小
UTC-02204	⿰钅广
UTC-02205	⿰钅区
UTC-02206	⿰钅历
UTC-02207	⿰钅止
UTC-02208	⿰钅日
UTC-02209	⿰钅见
UTC-02210	⿰钅丙
UTC-02211	⿰钅龙
UTC-02212	⿰钅生
UTC-02213	⿰钅禾
UTC-02214	⿰钅句
UTC-02215	⿰钅主
UTC-02216	⿰钅弗
UTC-02217	⿰钅过
UTC-02218	⿰钅光
UTC-02219	⿰钅虫
UTC-02220	⿰钅岁
UTC-02221	⿰钅𠂢
UTC-02222	⿰钅多
UTC-02223	⿰钅并
UTC-02224	⿰钅耴
UTC-02225	⿰钅孛
UTC-02226	⿰钅足
UTC-02227	⿰钅每
UTC-02228	⿰钅含
UTC-02229	⿰钅沙
UTC-02230	⿰钅罕
UTC-02231	⿰钅斩
UTC-02232	⿰钅卑
UTC-02233	⿰钅匋
UTC-02234	⿰钅官
UTC-02235	⿰钅枼
UTC-02236	⿰钅⿱左月
UTC-02237	⿰钅咸
UTC-02238	⿱轻金
UTC-02239	⿰钅禺
UTC-02240	⿰钅畏
UTC-02241	⿰钅复
UTC-02242	⿰钅𫥎
UTC-02243	⿰钅叚
UTC-02244	⿰钅癸
UTC-02245	⿰钅彖
UTC-02246	⿰钅敖
UTC-02247	⿰钅监
UTC-02248	⿰钅爱
UTC-02249	⿰钅兼
UTC-02250	⿰钅悤
UTC-02251	⿰钅敢
UTC-02252	⿰钅斯
UTC-02253	⿰钅葛
UTC-02254	⿰钅辜
UTC-02255	⿰钅惠
UTC-02256	⿰钅朁
UTC-02257	⿰钅雋
UTC-02258	⿰钅巽
UTC-02259	⿰钅献
UTC-02260	⿰钅麀
UTC-02261	⿰钅蔑
UTC-02262	⿰钅畾
UTC-02263	⿰钅嶲
UTC-02264	⿰钅赞
UTC-02265	⿰钅㔍
UTC-02266	⿰钅韱
