# Copyright (c) 2014-2015 CJKVI Database
JMJ-059744	⿰木⿱⿰午午心
JMJ-059746	⿰木策
JMJ-059748	⿱林⿰耳巳
JMJ-059749	⿰木⿱竹⿱夫氺
JMJ-059751	⿰木⿱立黒
JMJ-059752	⿱林廉
JMJ-059753	⿰欠斤
JMJ-059755	⿰晋欠
JMJ-059756	⿱正㇉
JMJ-059757	⿰止靑
JMJ-059761	⿱止⿰沙攵
JMJ-059762	⿰歹斗
JMJ-059763	⿰歹并
JMJ-059764	⿰歹武
JMJ-059765	⿰𠂤殳
JMJ-059766	⿰⿱白土殳
JMJ-059767	⿰⑧殳
JMJ-059769	⿱殸果
JMJ-059773	⿱口水
JMJ-059774	⿰氵気
JMJ-059777	⿱⿱丷𡗗氺
JMJ-059780	⿰氵⿱艹⿵冂厶
JMJ-059784	⿰氵岺
JMJ-059785	⿰氵刺
JMJ-059786	⿰氵劵
JMJ-059787	⿰氵⿱共廾
JMJ-059788	⿰氵栄
JMJ-059790	⿰氵⿱田天
JMJ-059793	⿰氵⿱止比
JMJ-059794	⿰氵⿱⿵冂山
JMJ-059795	⿲氵壳力
JMJ-059796	⿰氵𠜒
JMJ-059797	⿰氵𠅝
JMJ-059798	⿰氵⿱𠔉夭
JMJ-059799	⿰氵⿱両
JMJ-059800	⿰氵⿱⿵冂水
JMJ-059802	⿰氵純
JMJ-059804	⿲氵⿱方力
JMJ-059805	⿱物
JMJ-059806	⿰氵盒
JMJ-059807	⿰氵⿱白光
JMJ-059809	⿲氵肓攵
JMJ-059810	⿰氵⿸虍目
JMJ-059811	⿰氵𥏇
JMJ-059812	⿰氵斎
JMJ-059821	⿰氵⿱⿻从
JMJ-059822	⿰氵⿱⿰𠫔𠫔百
JMJ-059823	⿰氵敏
JMJ-059824	⿱五𪶀
JMJ-059826	⿰氵⿳士罒心
JMJ-059827	⿰氵⿳冖臼勿
JMJ-059828	⿰氵㪘
JMJ-059831	⿰氵⿱⿻帀𠓜
JMJ-059832	⿰氵⿱
JMJ-059834	⿰氵寛
JMJ-059836	⿰氵晸
JMJ-059837	⿰氵⿳亠回皿
JMJ-059838	⿰氵⿸虍⿱夂目
JMJ-059839	⿰氵蓴
JMJ-059840	⿰氵⿱止⿱冖⿱日
JMJ-059841	⿲氵关隹
JMJ-059842	⿰氵⿱罒𢇁
JMJ-059846	⿰氵⿱艹
JMJ-059847	⿰氵播
JMJ-059848	⿰氵⿳业丷取
JMJ-059849	⿰氵⿸⿱亠⿻尸⿰丨丨思
JMJ-059851	⿰氵鴨
JMJ-059852	⿰氵𥱋
JMJ-059853	⿰氵劔
JMJ-059854	⿰氵齋
JMJ-059856	⿱加灬
JMJ-059857	⿱⿰日巳灬
JMJ-059858	⿱里火
JMJ-059862	⿱火
JMJ-059863	⿰火取
JMJ-059864	⿰火炅
JMJ-059866	⿰火苙
JMJ-059867	⿱兪灬
JMJ-059868	⿱⿰氵𠭃灬
JMJ-059869	⿱⿰臣召灬
JMJ-059870	⿱兹灬
JMJ-059871	⿰火茟
JMJ-059872	⿰火⿱艹⿱巫十
JMJ-059873	⿱⿰氵臤灬
JMJ-059874	⿱執火
JMJ-059877	⿰火楽
JMJ-059878	⿰元𤋮
JMJ-059880	⿰爿共
JMJ-059881	⿰牛允
JMJ-059882	⿱収牛
JMJ-059885	⿰犭衣
JMJ-059887	⿰犭児
JMJ-059888	⿱𤜭皿
JMJ-059889	⿰犭建
JMJ-059890	⿰犭⿳大日小
JMJ-059892	⿰王刀
JMJ-059893	⿰王毛
JMJ-059895	⿳⺍冖玉
JMJ-059897	⿰王而
JMJ-059899	⿱知王
JMJ-059901	⿰王畄
JMJ-059904	⿰王⿱冖豕
JMJ-059906	⿰王革
JMJ-059909	⿰王粛
JMJ-059910	⿰王⿳穴日小
JMJ-059911	⿰王尊
JMJ-059912	⿰王⿱𣦺米
JMJ-059913	⿱山生
JMJ-059916	⿱覀田
JMJ-059917	⿰田⿱厶友
JMJ-059918	⿰主男
JMJ-059919	⿳畾冖
JMJ-059921	⿸疒労
JMJ-059922	⿱丶⿵臣
JMJ-059923	⿸疒𩛬
JMJ-059924	⿸疒黴
JMJ-059925	⿱癶強
JMJ-059926	⿰白元
JMJ-059927	⿰白方
JMJ-059928	⿱白平
JMJ-059929	⿰白尭
JMJ-059930	⿱白非
JMJ-059931	⿱敃白
JMJ-059932	⿱皷冬
JMJ-059933	⿱加皿
JMJ-059935	⿱春皿
JMJ-059936	⿰目広
JMJ-059942	⿰目暑
JMJ-059943	⿱殸⿸𠂋目
JMJ-059944	⿱火矢
JMJ-059945	⿰矢臣
JMJ-059946	⿰矢武
JMJ-059947	⿱桝矢
JMJ-059948	⿰石卯
JMJ-059949	⿰石兵
JMJ-059951	⿱敀石
JMJ-059952	⿰石⿱宀匡
JMJ-059953	⿰石⿱幵手
JMJ-059954	⿰石雀
JMJ-059955	⿰石⿱収貝
JMJ-059958	⿰礻令
JMJ-059959	⿰礻生
JMJ-059960	⿰示⿸𠂆口
JMJ-059961	⿱未示
JMJ-059962	⿰礻夸
JMJ-059963	⿰礻行
JMJ-059964	⿰示早
JMJ-059965	⿰示有
JMJ-059966	⿱六⿲丿示丨
JMJ-059968	⿱𣦼示
JMJ-059971	⿰礻星
JMJ-059974	⿰礻強
JMJ-059975	⿰礻⿳亠田
JMJ-059976	⿰礻象
JMJ-059977	⿰礻䙴
JMJ-059978	⿰礻㐮
JMJ-059979	⿰示⿱爫
JMJ-059980	⿰礻齋
JMJ-059981	⿱禾十
JMJ-059982	⿰禾太
JMJ-059983	⿰禾叐
JMJ-059985	⿰禾羊
JMJ-059986	⿰秀丸
JMJ-059991	⿰禾⿱臼彡
JMJ-059992	⿰禾晃
JMJ-059996	⿰禾善
JMJ-059997	⿰⿳亼𫩏𠕁禾
JMJ-060000	⿰禾興
JMJ-060005	⿱穴佳
JMJ-060006	⿱穴⿱土
JMJ-060007	⿱立寸
JMJ-060008	⿰立旬
JMJ-060009	⿰立圭
JMJ-060010	⿰立甬
JMJ-060011	⿰立明
JMJ-060012	⿰章久
JMJ-060013	⿰立春
JMJ-060014	⿱竜⿰竜竜
JMJ-060017	⿱竹卋
JMJ-060018	⿱竹沄
JMJ-060020	⿱竹宜
JMJ-060021	⿱竹保
JMJ-060023	⿱竹𨊰
JMJ-060024	⿱竹耕
JMJ-060028	⿱竹淸
JMJ-060029	⿱竹⿻表口
JMJ-060031	⿱竹慶
JMJ-060032	⿳竹正鳥
JMJ-060033	⿳竹兓貝
JMJ-060034	⿰米広
JMJ-060035	⿰米艮
JMJ-060036	⿰米辛
JMJ-060037	⿰米⿱凶殳
JMJ-060039	⿱𥝢⿱𠆢米
JMJ-060041	⿰糸井
JMJ-060042	⿰糸右
JMJ-060043	⿰糸左
JMJ-060045	⿲糸丈丈
JMJ-060046	⿱糸
JMJ-060049	⿰糸⿱䒑龰
JMJ-060051	⿰糸匊
JMJ-060053	⿰糸⿳十卄⿱一夂
JMJ-060055	⿰糸栄
JMJ-060056	⿰糸𠔥
JMJ-060058	⿰缶夫
JMJ-060059	⿰缶⿱𠂉⿻一隹
JMJ-060060	⿱罒成
JMJ-060061	⿱𦍌夂
JMJ-060063	⿰羊戊
JMJ-060065	⿰𠦝羊
JMJ-060066	⿱羽共
JMJ-060067	⿱羽合
JMJ-060069	⿰⿱出光翟
JMJ-060070	⿰耒目
JMJ-060072	⿰耳太
JMJ-060073	⿰耳夋
JMJ-060074	⿲耳玄斗
JMJ-060075	⿱従耳
JMJ-060076	⿻聿儿
JMJ-060077	⿰月⿱丷弓
JMJ-060078	⿱𠔉月
JMJ-060079	⿸⿱⺊䏌
JMJ-060081	⿰䏍⿱土山
JMJ-060082	⿰月⿱巠巾
JMJ-060083	⿰月⿱𠂉⿱目勿
JMJ-060084	⿰月喜
JMJ-060085	⿱鋠月
JMJ-060086	⿳十冖至
JMJ-060087	⿰至奉
JMJ-060088	⿱𦥑文
JMJ-060091	⿳⿴𦥑夕一八
JMJ-060092	⿳⿴𦥑歹一八
JMJ-060093	⿳⿴𦥑歹一八
JMJ-060094	⿳⿴𦥑臼一八
JMJ-060096	⿰舟寿
JMJ-060097	⿱艹収
JMJ-060098	⿱艹⿱日乚
JMJ-060103	⿱艹⿻夫丷
JMJ-060104	⿳艹宀千
JMJ-060105	⿳艹区𫶧
JMJ-060107	⿳艹凶𫶧
JMJ-060110	⿳艹𠫓大
JMJ-060111	⿱艹𣲩
JMJ-060114	⿱艹⿹勹共
JMJ-060116	⿱⿷芒㐅𫶧
JMJ-060119	⿱艹⿸厂民
JMJ-060120	⿱艹𬎾
JMJ-060121	⿱艹室
JMJ-060122	⿳艹𣱼木
JMJ-060123	⿳艹白木
JMJ-060124	⿱艹⿱𠀎𧘇
JMJ-060126	⿱苗日
JMJ-060128	⿳艹从
JMJ-060130	⿱艹𥙊
JMJ-060131	⿱艹⿳一田𠮛
JMJ-060132	⿱艹⿴囗隹
JMJ-060133	⿱艹𤊅
JMJ-060134	⿱艹⿰冫⿵戊㠯
JMJ-060135	⿱艹𦀓
JMJ-060137	⿱艹⿰皀邑
JMJ-060138	⿳艹亠黒
JMJ-060140	⿱艹⿰臣辛
JMJ-060141	⿱艹綱
JMJ-060142	⿱艹⿰禾専
JMJ-060143	⿱艹⿰禾⿱自寸
JMJ-060145	⿱艹𠅀
JMJ-060146	⿳艹⿰戸攵言
JMJ-060148	⿱艹輪
JMJ-060151	⿱艹⿰禿鬼
JMJ-060152	⿸虍土
JMJ-060154	⿰乎虎
JMJ-060155	⿰虎粦
JMJ-060156	⿱虫
JMJ-060157	⿰虫⿸厂丂
JMJ-060158	⿰虫世
JMJ-060159	⿰虫⿱𠆢屯
JMJ-060160	⿰虫刺
JMJ-060161	⿱虫
JMJ-060162	⿰虫⿱罒⿰④⿺乚④
JMJ-060166	⿰衤乚
JMJ-060167	⿰衤刂
JMJ-060168	⿱利衣
JMJ-060169	⿱食衣
JMJ-060172	⿰衤善
JMJ-060173	⿰衤壽
JMJ-060174	⿱覀維
JMJ-060175	⿱⿱⿰〢冖見
JMJ-060176	⿳⿰〢⿻十丷冖見
JMJ-060177	⿱⿶与見
JMJ-060179	⿱式角
JMJ-060180	⿰角⿱日又
JMJ-060181	⿰角旨
JMJ-060182	⿰角㐬
JMJ-060183	⿰言匂
JMJ-060184	⿰言⿱大与
JMJ-060185	⿰言⿱冖亘
JMJ-060187	⿰言英
JMJ-060188	⿰言⿱山存
JMJ-060191	⿰言⿳䒑从
JMJ-060192	⿱⿲火言火攴
JMJ-060193	⿰言⿱余志
JMJ-060195	⿰多豊
JMJ-060196	⿶凵豕
JMJ-060197	⿰申豕
JMJ-060200	⿰豸戈
JMJ-060201	⿱𠂉貝
JMJ-060202	⿵齐貝
JMJ-060203	⿰古員
JMJ-060204	⿱⿰臣攵貝
JMJ-060205	⿱⿰臣𠂊貝
JMJ-060206	⿱就貝
JMJ-060207	⿱負⿰負負
JMJ-060208	⿺走夫
JMJ-060210	⿰𧾷⿱䒑龰
JMJ-060211	⿰𧾷⿱爫夫
JMJ-060212	⿰𧾷尭
JMJ-060214	⿰𧾷従
JMJ-060215	⿰𧾷⿱从⿰亻疋
JMJ-060216	⿲𧾷彳⿱从疋
JMJ-060218	⿰身寿
JMJ-060219	⿰車区
JMJ-060221	⿰車⿱口羽
JMJ-060222	⿰車楽
JMJ-060223	⿰咅辛
JMJ-060224	⿺辶囘
JMJ-060226	⿺辶芷
JMJ-060227	⿺辶⿻再丷
JMJ-060229	⿺辶尭
JMJ-060231	⿺辶泉
JMJ-060232	⿺辶⿳白冖方
JMJ-060233	⿺辶𨾈
JMJ-060243	⿺辶𦤔
JMJ-060245	⿺辶筶
JMJ-060246	⿺辶⿳八方
JMJ-060247	⿺辶⿱林聿
JMJ-060249	⿺辶⿱自容
JMJ-060250	⿰㕣阝
JMJ-060251	⿰⿱日工阝
JMJ-060254	⿰酉久
JMJ-060255	⿰告酉
JMJ-060256	⿰酉参
JMJ-060257	⿰釆支
JMJ-060259	⿱利里
JMJ-060260	⿰金习
JMJ-060261	⿰金与
JMJ-060263	⿰金犬
JMJ-060264	⿰金㐧
JMJ-060265	⿰金五
JMJ-060266	⿰金仏
JMJ-060267	⿰金夘
JMJ-060268	⿰金𫢉
JMJ-060270	⿰金未
JMJ-060272	⿰金⿱𠂉友
JMJ-060273	⿰金坚
JMJ-060274	⿲金尔刂
JMJ-060275	⿰金図
JMJ-060276	⿰金𤼦
JMJ-060277	⿰金阜
JMJ-060278	⿰金⿱与古
JMJ-060279	⿰金佸
JMJ-060280	⿰金斉
JMJ-060281	⿰金実
JMJ-060282	⿰金岺
JMJ-060284	⿰金哉
JMJ-060285	⿰金栄
JMJ-060286	⿰金勇
JMJ-060287	⿰金⿱白日
JMJ-060288	⿰金政
JMJ-060289	⿰金⿱夂聿
JMJ-060290	⿰金⿹𢦏王
JMJ-060291	⿰金𫈅
JMJ-060293	⿰金悟
JMJ-060295	⿰金祭
JMJ-060296	⿰金⿱八盆
JMJ-060297	⿰金⿹哉工
JMJ-060298	⿰金戠
JMJ-060299	⿰金⿱巛頁
JMJ-060301	⿰金奨
JMJ-060302	⿰金楽
JMJ-060304	⿰金⿱⿰禾尤日
JMJ-060305	⿰金歯
JMJ-060306	⿰金確
JMJ-060307	⿰金⿱正⿰正正
JMJ-060312	⿵門⿱𢆶大
JMJ-060313	⿵門⿰又
JMJ-060314	⿵門鈴
JMJ-060315	⿰阝広
JMJ-060318	⿰阝⿳丿𠀐𧘇
JMJ-060319	⿻一隶
JMJ-060320	⿰𥘣隶
JMJ-060321	⿰文隹
JMJ-060322	⿱朋隹
JMJ-060323	⿰亲隹
JMJ-060324	⿱物集
JMJ-060327	⿳雨立文
JMJ-060328	⿱雨玲
JMJ-060330	⿰雲遷
JMJ-060332	⿱⿰𠤕𤴓面
JMJ-060333	⿱𪞖革
JMJ-060334	⿰韋⿱爫旧
JMJ-060337	⿰⿱匕耒頁
JMJ-060339	⿱⿱业土⿱八良
JMJ-060340	⿰𩙿⿳十龷又
JMJ-060341	⿰飠⿱爫旧
JMJ-060344	⿰馬丸
JMJ-060345	⿰馬丙
JMJ-060346	⿰馬尭
JMJ-060348	⿰髙曻
JMJ-060350	⿱髟鼡
JMJ-060351	⿰魚⿴互⺀
JMJ-060352	⿰𩵋坚
JMJ-060353	⿰魚香
JMJ-060355	⿰魚
JMJ-060356	⿰魚⿱雨段
JMJ-060357	⿰⿱匕干鳥
JMJ-060358	⿰申鳥
JMJ-060359	⿰口𩿊
JMJ-060361	⿱⿱⺍𠄮鳥
JMJ-060362	⿰⿳亠口羽鳥
JMJ-060363	⿰𬯵鳥
JMJ-060365	⿺麦丐
JMJ-060366	⿺麦包
JMJ-060367	⿰鼻⿳士⿱冖⿱田厶疋
JMJ-060368	⿰歯匕
JMJ-060370	⿰歯召
JMJ-060371	⿰歯艮
JMJ-060372	⿰齒向
JMJ-060373	⿰歯足
JMJ-060374	⿰歯㑒
JMJ-060375	⿰歯屋
JMJ-060376	⿰歯禹
JMJ-060377	⿰歯咢
JMJ-060379	⿳𠂊冖⿰𢑑⿱⿴囗𠂭乚
JMJ-060380	⿰龠昔
JMJ-067952	⿳宀癶山
JMJ-068048	⿱禾叱
JMJ-068049	⿱米叱
JMJ-068050	⿸厂⿱日乙
JMJ-068051	⿳𠂉口乙
KC-00001	⿸丶
KC-00105	⿰交質
KC-00106	⿰亻个
KC-00151	⿱於仁
KC-00200	⿰亻頊
KC-00234	⿰亻譱
KC-00237	⿰僉常
KC-00266	⿰冫丂
KC-00267	⿰冫匆
KC-00272	⿰冫螎
KC-00285	⿰谷刂
KC-00289	⿰並刃
KC-00290	⿱刃𣥖
KC-00303	⿰篇刂
KC-00310	⿱工力
KC-00364	⿰危厄
KC-00379	⿸厂𧴫
KC-00426	⿱坂口
KC-00592	⿴囗淮
KC-00596	⿴囗僉
KC-00602	⿰土开
KC-00611	⿰土切
KC-00633	⿱沐土
KC-00643	⿰土季
KC-00644	⿱陃土
KC-00645	⿰土幸
KC-00665	⿱郊土
KC-00667	⿱洽土
KC-00692	⿰土叟
KC-00693	⿱茴土
KC-00694	⿱候土
KC-00698	⿱⿰日后土
KC-00712	⿱淵土
KC-00755	⿰土莾
KC-00777	⿰土徽
KC-00786	⿰土﨎
KC-00798	⿳吉古小
KC-00818	⿰夫巨
KC-00841	⿰女冋
KC-00863	⿱⿲木夕木女
KC-00864	⿰女欵
KC-00880	⿱宀休
KC-00881	⿱宀𣱵
KC-00898	⿱宀敏
KC-00901	⿱宀焦
KC-00908	⿺辶⿱宀尊
KC-00946	⿰山片
KC-00971	⿰山延
KC-00972	⿱山克
KC-00993	⿰山盾
KC-01007	⿱山益
KC-01008	⿱山桓
KC-01018	⿱山甜
KC-01033	⿱山絶
KC-01061	⿰山韯
KC-01082	⿰𦚏⿱巳共
KC-01089	⿰巾𡿺
KC-01090	⿰巾甾
KC-01098	⿰巾貴
KC-01105	⿰巾華
KC-01112	⿸广⿻从大
KC-01122	⿸广⿰𢆉⑤
KC-01146	⿰弓羽
KC-01153	⿳彑口䒑
KC-01154	⿱彐卒
KC-01159	⿰彳囚
KC-01163	⿰彳孛
KC-01168	⿰彳靣
KC-01170	⿰彳侖
KC-01184	⿰彳勞
KC-01194	⿰忄开
KC-01234	⿱宗心
KC-01254	⿱韋心
KC-01258	⿰忄恧
KC-01270	⿱爫恳
KC-01274	⿰忄啇
KC-01275	⿰忄勗
KC-01285	⿱甛心
KC-01286	⿱條心
KC-01311	⿰忄豪
KC-01312	⿰忄菐
KC-01313	⿰忄閣
KC-01320	⿰忄敵
KC-01332	⿱斁心
KC-01338	⿰忄⿱雔癶
KC-01355	⿸戶⿱口田
KC-01370	⿰扌自
KC-01372	⿲扌阝寸
KC-01401	⿲扌爿冬
KC-01408	⿰扌夏
KC-01425	⿰扌普
KC-01434	⿰扌新
KC-01496	⿰⿸虍处斗
KC-01501	⿰蜀斤
KC-01516	⿰方旋
KC-01525	⿰日夕
KC-01561	⿰日各
KC-01574	⿱日延
KC-01623	⿱晌衣
KC-01656	⿰日𬎾
KC-01669	⿱日⿸厃⿱八𢀛
KC-01720	⿰月𨚡
KC-01731	⿰果㐱
KC-01738	⿲木氵丈
KC-01739	⿰木㫐
KC-01744	⿰木⿱八冄
KC-01782	⿱𠅔木
KC-01803	⿰木⿱丿⿻一隶
KC-01829	⿰木莊
KC-01906	⿰木膺
KC-01924	⿰兌欠
KC-01929	⿰止几
KC-01931	⿱止司
KC-01940	⿰止禁
KC-01941	⿰止僉
KC-01952	⿰歹含
KC-01978	⿰氵刊
KC-01979	⿰氵功
KC-01991	⿰氵住
KC-01993	⿰氵劯
KC-02010	⿰氵命
KC-02011	⿰氵芫
KC-02025	⿰氵研
KC-02045	⿰氵⿸广⿱䒑巾
KC-02070	⿰氵㣎
KC-02071	⿰氵⿲亻丨匽
KC-02072	⿰氵圇
KC-02093	⿰氵⿱𡗜貝
KC-02108	⿰氵爱
KC-02109	⿰氵𡩖
KC-02111	⿰氵莁
KC-02133	⿰氵綮
KC-02145	⿰氵𡙸
KC-02146	⿰氵興
KC-02148	⿰氵甍
KC-02168	⿰氵⿱宀業
KC-02169	⿰氵頶
KC-02197	⿰氵𤣂
KC-02208	⿰氵闥
KC-02225	⿰火充
KC-02241	⿰火宇
KC-02243	⿱亦火
KC-02251	⿱赤火
KC-02266	⿰火肩
KC-02279	⿰火扃
KC-02280	⿰火俊
KC-02282	⿱貞灬
KC-02283	⿱恠灬
KC-02313	⿰火敖
KC-02332	⿰火菐
KC-02373	⿰火暹
KC-02393	⿰爿戊
KC-02416	⿰牛者
KC-02428	⿰犭牛
KC-02431	⿰犭⿶凵夕
KC-02454	⿰犭越
KC-02458	⿰犭署
KC-02466	⿰王夭
KC-02490	⿰王任
KC-02493	⿰王尖
KC-02505	⿰王汶
KC-02542	⿰王垕
KC-02567	⿰王畟
KC-02624	⿰王嗣
KC-02625	⿰王㬅
KC-02653	⿰王默
KC-02654	⿰王霍
KC-02672	⿰王𧃍
KC-02700	⿰田系
KC-02701	⿱永田
KC-02731	⿸疒夗
KC-02791	⿸疒𩔪
KC-02809	⿰白粲
KC-02863	⿰目啓
KC-02893	⿱𣦼石
KC-02900	⿰石叔
KC-02914	⿰石𧴲
KC-02920	⿰石⿱夾月
KC-02929	⿰石翕
KC-02947	⿰石䮕
KC-02949	⿰石蘖
KC-02953	⿰示冘
KC-02962	⿰示全
KC-02970	⿰示延
KC-03012	⿰示發
KC-03023	⿰示景
KC-03048	⿰禾匂
KC-03066	⿰禾歩
KC-03069	⿰禾奉
KC-03076	⿰禾垔
KC-03086	⿰禾魚
KC-03087	⿰禾逢
KC-03093	⿰禾⿱吉𠇍
KC-03123	⿱穴黾
KC-03129	⿱穴𣢟
KC-03139	⿱穴覘
KC-03175	⿱竹⿰亻⿱一𠫝
KC-03183	⿱竹契
KC-03208	⿱竹⿰缶系
KC-03220	⿱竹⿰扌⿱共𡗗
KC-03221	⿱竹閤
KC-03227	⿱竹暴
KC-03234	⿱竹𦃙
KC-03243	⿱竹⿰弓⿱土隹
KC-03252	⿰米央
KC-03262	⿰米京
KC-03267	⿰米𣇃
KC-03309	⿱紋皿
KC-03325	⿰糸眷
KC-03343	⿰糸⿳爫旧夂
KC-03353	⿰糸爵
KC-03367	⿰缶備
KC-03368	⿰缶𤰇
KC-03380	⿰亡羊
KC-03392	⿰羽攵
KC-03412	⿰賛羽
KC-03451	⿰月火
KC-03507	⿱自分
KC-03508	⿱自爪
KC-03524	⿰舌乞
KC-03526	⿰舌畓
KC-03571	⿱艹⿸厃巴
KC-03666	⿱艹聖
KC-03668	⿱艹煥
KC-03669	⿳艹罒匊
KC-03689	⿱艹⿰亻進
KC-03701	⿱艹⿳罓冖政
KC-03737	⿱艹辭
KC-03747	⿰虚兮
KC-03760	⿰䖝休
KC-03773	⿰䖝畓
KC-03774	⿰虫食
KC-03790	⿱敦虫
KC-03822	⿰衤希
KC-03824	⿰衤吳
KC-03834	⿰衤兼
KC-03855	⿱覀徼
KC-03861	⿰呂見
KC-03874	⿰角曷
KC-03909	⿰言述
KC-03937	⿰言⿱少馬
KC-03956	⿰貝旡
KC-03957	⿱升貝
KC-03960	⿰貝付
KC-03986	⿰走免
KC-04004	⿰𧾷𡸁
KC-04053	⿰車永
KC-04054	⿰車正
KC-04056	⿰車𠇍
KC-04065	⿰車成
KC-04066	⿰車岡
KC-04086	⿰展辰
KC-04087	⿺辶𠮲
KC-04105	⿺辶䆠
KC-04149	⿰邕邑
KC-04165	⿰酉夘
KC-04180	⿰酋彧
KC-04181	⿰酉⿱央貝
KC-04207	⿰金旭
KC-04221	⿰金昇
KC-04222	⿰金⿱口⿱𠃑木
KC-04243	⿰金𡘞
KC-04244	⿰金夏
KC-04264	⿰金猉
KC-04275	⿰金戠
KC-04311	⿰金𧶘
KC-04314	⿰金冀
KC-04315	⿰金器
KC-04341	⿵門甚
KC-04352	⿰阝寺
KC-04405	⿱雨𤤯
KC-04411	⿱雨涄
KC-04432	⿱雨㴻
KC-04435	⿰𡰪霍
KC-04466	⿰革展
KC-04484	⿱老音
KC-04515	⿰憲頁
KC-04548	⿰飠覃
KC-04558	⿰香式
KC-04588	⿰香肅
KC-04589	⿰香𤋱
KC-04593	⿰香實
KC-04626	⿰馬翏
KC-04642	⿰骨央
KC-04672	⿱㣃鬲
KC-04673	⿲弓⿱蓔鬲弓
KC-04677	⿺鬼盍
KC-04688	⿰魚首
KC-04725	⿰鹵夋
KC-04731	⿸鹿玉
KC-04751	⿱父黒
KC-04769	⿺鼠咅
KC-04789	⿱之乙
KC-04790	⿱去乙
KC-04791	⿱乎乚
KC-04792	⿱如乙
KC-04793	⿱身乚
KC-04795	⿱亠臾
KC-04800	⿰亻𠇍
KC-04804	⿰亻邪
KC-04807	⿰亻拜
KC-04808	⿰亻述
KC-04810	⿰亻耇
KC-04811	⿰亻㒸
KC-04814	⿰亻荒
KC-04815	⿰亻⿱𠚍又
KC-04820	⿰亻𫼋
KC-04821	⿰亻虗
KC-04822	⿲亻丨冓
KC-04824	⿰亻鹿
KC-04826	⿰亻進
KC-04827	⿲亻丨⿱攵貝
KC-04828	⿲亻丨菐
KC-04829	⿰亻⿱枼灬
KC-04830	⿰𦰩
KC-04834	⿱⿲亻丨⿱廿里灬
KC-04835	⿰亻謹
KC-04839	⿰冫此
KC-04840	⿰冫𠯳
KC-04842	⿰冫享
KC-04843	⿰冫風
KC-04845	⿰冫啇
KC-04846	⿰冫間
KC-04848	⿰冫閠
KC-04849	⿰冫融
KC-04853	⿰⿱允夕刂
KC-04854	⿱刃
KC-04855	⿰刂
KC-04856	⿰𠀷刂
KC-04857	⿰桑刂
KC-04859	⿰䈁刂
KC-04861	⿰蕇刂
KC-04862	⿰𠂎力
KC-04863	⿳亠中力
KC-04864	⿰果力
KC-04867	⿹勹豆
KC-04870	⿷匚多
KC-04871	⿷匚𣢟
KC-04872	⿰圭卩
KC-04873	⿱老龴
KC-04874	⿱早龴
KC-04876	⿱訥龴
KC-04877	⿱愁龴
KC-04879	⿸厂契
KC-04880	⿰𠫤厷
KC-04881	⿱刀叱
KC-04882	⿱口甘
KC-04883	⿰句勺
KC-04884	⿰口冊
KC-04887	⿱牛叱
KC-04888	⿱处叱
KC-04890	⿰口巫
KC-04891	⿱可叱
KC-04893	⿱尾叱
KC-04894	⿳冖且
KC-04895	⿰⿳人文口公
KC-04896	⿰口悖
KC-04898	⿱具叱
KC-04902	⿱馬叱
KC-04903	⿱訥叱
KC-04904	⿰口篙
KC-04905	⿰口鸎
KC-04906	⿴囗魚
KC-04908	⿴囗舊
KC-04909	⿱氏土
KC-04910	⿰土冘
KC-04911	⿱少𡈽
KC-04914	⿰土宋
KC-04916	⿰土候
KC-04918	⿰土坴
KC-04919	⿱洎土
KC-04920	⿰土郁
KC-04921	⿱恒土
KC-04922	⿱⿰巾有土
KC-04924	⿱俊𡈽
KC-04925	⿰土匧
KC-04927	⿰土耆
KC-04930	⿱巫坐
KC-04931	⿰土屠
KC-04932	⿰土𡱝
KC-04933	⿱敞土
KC-04934	⿱厥土
KC-04936	⿱溯土
KC-04938	⿱⿰畗丸土
KC-04944	⿰土覇
KC-04945	⿰土𧃍
KC-04948	⿰孛丸
KC-04952	⿰天天
KC-04954	⿱𠪚大
KC-04960	⿰姦干
KC-04961	⿰女陳
KC-04962	⿰女矞
KC-04963	⿰女徵
KC-04964	⿰女䝾
KC-04965	⿰女孌
KC-04967	⿰孑孚
KC-04968	⿰孑是
KC-04970	⿱䜌𡥦
KC-04974	⿱宀⿸𠂇用
KC-04977	⿱宀咼
KC-04978	⿱宀𣏼
KC-04979	⿱宀悉
KC-04980	⿳宀⿰夕言
KC-04985	⿺兀田
KC-04988	⿺兀易
KC-04991	⿸尸⿱
KC-04995	⿱山必
KC-04998	⿱山夋
KC-04999	⿱山均
KC-05000	⿱山冏
KC-05001	⿱山甫
KC-05005	⿰山卓
KC-05007	⿱山恒
KC-05008	⿰山急
KC-05009	⿱山眉
KC-05010	⿰山𦏾
KC-05012	⿱山哲
KC-05013	⿱山孫
KC-05018	⿱山章
KC-05020	⿺辶𡷾
KC-05023	⿰山進
KC-05025	⿰⿱山王頁
KC-05026	⿺辶⿱山袁
KC-05028	⿲山虗兮
KC-05030	⿰山衡
KC-05031	⿱隨山
KC-05032	⿱山戲
KC-05034	⿱山㒹
KC-05035	⿰山⿱免⿰免免
KC-05037	⿱由巳
KC-05038	⿰巾宅
KC-05039	⿰巾骨
KC-05041	⿰干占
KC-05042	⿱幺𠃌
KC-05043	⿰幺丁
KC-05044	⿸广又
KC-05045	⿸广几
KC-05047	⿸广夷
KC-05049	⿸广役
