# Copyright (c) 2014-2015 CJKVI Database
KC-05052	⿸广⿺辶⿻⿱一肀⺊
KC-05055	⿺廴生
KC-05056	⿰弓困
KC-05057	⿰弓黾
KC-05059	⿰巢彡
KC-05061	⿰彳乏
KC-05062	⿰彳召
KC-05063	⿰彳叕
KC-05064	⿰彳秋
KC-05065	⿰彳動
KC-05066	⿰彳敏
KC-05070	⿰忄仄
KC-05072	⿰忄弁
KC-05075	⿰忄折
KC-05076	⿱彷心
KC-05077	⿰忄忿
KC-05078	⿱彿心
KC-05082	⿰忄虐
KC-05083	⿰忄苑
KC-05084	⿱剌心
KC-05085	⿰忄索
KC-05086	⿰忄𥘿
KC-05087	⿰忄時
KC-05088	⿱𥁕心
KC-05090	⿱務心
KC-05091	⿱勗心
KC-05092	⿱凃𠇍
KC-05093	⿰忄距
KC-05094	⿱渧心
KC-05095	⿱最心
KC-05096	⿰忄𤲢
KC-05097	⿰忄遀
KC-05098	⿰忄莭
KC-05100	⿱漸心
KC-05101	⿰忄慼
KC-05103	⿱⿰里音心
KC-05104	⿱斂心
KC-05105	⿰忄蹙
KC-05107	⿱戈止
KC-05111	⿰扁遷
KC-05115	⿰扌刑
KC-05116	⿰扌𪯱
KC-05117	⿰扌⿱𤰔丂
KC-05118	⿰扌⿸厃巴
KC-05119	⿰冒手
KC-05120	⿰扌奕
KC-05123	⿱貇手
KC-05124	⿰丬支
KC-05130	⿰章攵
KC-05133	⿰斤失
KC-05134	⿰方片
KC-05135	⿰方乏
KC-05142	⿰日丁
KC-05143	⿱日允
KC-05144	⿱日元
KC-05145	⿰日亢
KC-05146	⿱日王
KC-05147	⿰日冋
KC-05149	⿰日⿱厶㐄
KC-05150	⿰日江
KC-05151	⿰日米
KC-05152	⿰日休
KC-05154	⿰日孚
KC-05155	⿰日定
KC-05156	⿰日卷
KC-05160	⿰日奎
KC-05161	⿰日垕
KC-05162	⿰日勉
KC-05164	⿰日𣁋
KC-05165	⿰日党
KC-05166	⿰日𤰇
KC-05167	⿰日造
KC-05170	⿰日敞
KC-05172	⿰日焦
KC-05173	⿰日博
KC-05176	⿰日⿱⿰臣巳灬
KC-05178	⿰日㥯
KC-05182	⿰日暮
KC-05184	⿰日龠
KC-05190	⿰木𫢉
KC-05192	⿰木言
KC-05194	⿰木旻
KC-05200	⿰木黽
KC-05204	⿰木榦
KC-05210	⿰木爕
KC-05211	⿰木願
KC-05213	⿰昜欠
KC-05214	⿰止斤
KC-05215	⿰止且
KC-05216	⿰止𠓗
KC-05217	⿰歹光
KC-05218	⿰歹匈
KC-05221	⿰歹⿱𪯢日
KC-05222	⿰吉殳
KC-05223	⿰甹殳
KC-05224	⿰果殳
KC-05225	⿱殺未
KC-05227	⿺毛童
KC-05236	⿰氵𥁃
KC-05237	⿰氵芑
KC-05238	⿰氵匣
KC-05239	⿰氵却
KC-05240	⿰氵⿱亦十
KC-05241	⿰氵⿱夂正
KC-05242	⿰氵徃
KC-05244	⿰氵⿱刃⿰刃刃
KC-05245	⿰氵⿱𠔉土
KC-05247	⿲氵礻㐲
KC-05255	⿰氵陶
KC-05256	⿰氵冕
KC-05260	⿰氵逵
KC-05263	⿰氵⿱䒑狗
KC-05264	⿰氵畬
KC-05265	⿰氵晶
KC-05266	⿰氵⿳爫旧夂
KC-05267	⿰氵貳
KC-05271	⿲氵彳𠃴
KC-05273	⿰氵⿱兹灬
KC-05274	⿰氵裊
KC-05275	⿰氵筞
KC-05276	⿱艹㴱
KC-05277	⿰氵⿱艹⿵戊占
KC-05278	⿰氵⿱日𡨋
KC-05281	⿲氵⿱虫
KC-05283	⿰氵膏
KC-05284	⿰氵潁
KC-05285	⿰浮𢁺
KC-05287	⿰氵緖
KC-05288	⿰酒或
KC-05289	⿰氵⿱善灬
KC-05290	⿰氵聮
KC-05291	⿰氵齋
KC-05293	⿰氵⿳艹日恭
KC-05294	⿰氵歸
KC-05298	⿰氵虩
KC-05299	⿰江雚
KC-05302	⿰氵⿱⿲幺言幺虫
KC-05305	⿱工火
KC-05310	⿱安火
KC-05311	⿱舛灬
KC-05314	⿱臤灬
KC-05316	⿰火卣
KC-05319	⿰火并
KC-05321	⿰火青
KC-05323	⿰火郁
KC-05324	⿱灼灬
KC-05325	⿱記灬
KC-05326	⿱耿火
KC-05329	⿰火葡
KC-05330	⿱執火
KC-05331	⿱𨟽灬
KC-05332	⿰火棨
KC-05333	⿰火象
KC-05334	⿰火莾
KC-05336	⿰㷐攵
KC-05337	⿰火愈
KC-05338	⿰高炎
KC-05340	⿰火劉
KC-05341	⿱蓻灬
KC-05343	⿰火譱
KC-05344	⿰瓜巴
KC-05345	⿰爪易
KC-05347	⿰丬亡
KC-05348	⿰爿𠬶
KC-05350	⿰爿意
KC-05352	⿰片民
KC-05353	⿰片箋
KC-05354	⿱父牛
KC-05355	⿰牛白
KC-05356	⿰牛且
KC-05357	⿱刧牛
KC-05359	⿰牛忩
KC-05361	⿰牛閔
KC-05362	⿰犭丁
KC-05363	⿰犭丈
KC-05364	⿰犭介
KC-05366	⿰犭字
KC-05367	⿰犭厖
KC-05368	⿰犭冒
KC-05375	⿰犭薰
KC-05377	⿰王⿻一
KC-05380	⿰王𠬶
KC-05381	⿰王赤
KC-05382	⿱夾玉
KC-05385	⿰王波
KC-05387	⿰王冞
KC-05389	⿱范王
KC-05392	⿰王貢
KC-05393	⿰王祐
KC-05400	⿰王造
KC-05407	⿰王觧
KC-05408	⿰王葦
KC-05410	⿰王徴
KC-05412	⿰王衛
KC-05415	⿰王應
KC-05418	⿺瓦介
KC-05420	⿰豈瓦
KC-05421	⿰葳生
KC-05422	⿰申冘
KC-05423	⿱少田
KC-05425	⿰田里
KC-05426	⿰畐司
KC-05428	⿰畐甫
KC-05433	⿸疒⿱巛大
KC-05434	⿸疒放
KC-05435	⿸疒乗
KC-05436	⿸疒恙
KC-05437	⿸疒被
KC-05439	⿸疒患
KC-05440	⿸疒雐
KC-05441	⿸疒敻
KC-05443	⿸疒𬯵
KC-05444	⿵⿰夕日
KC-05446	⿰白浩
KC-05447	⿰白敖
KC-05448	⿺兊皮
KC-05449	⿰皮芻
KC-05452	⿱宛皿
KC-05456	⿰目叕
KC-05457	⿰目舍
KC-05459	⿰目鼓
KC-05462	⿰石久
KC-05463	⿰石呆
KC-05464	⿰石保
KC-05465	⿰石恒
KC-05466	⿰石峯
KC-05467	⿰石隻
KC-05468	⿰石菐
KC-05469	⿰石𦲸
KC-05470	⿰石𫁒
KC-05471	⿰石興
KC-05472	⿰石蔵
KC-05474	⿰示戊
KC-05475	⿰示加
KC-05481	⿰示彥
KC-05482	⿰示原
KC-05484	⿰衤翏
KC-05485	⿰礻莫
KC-05491	⿰衤著
KC-05494	⿰示𪚾
KC-05495	⿰示薄
KC-05496	⿰示彌
KC-05497	⿰禾灰
KC-05499	⿰禾𠬶
KC-05501	⿰礻厚
KC-05502	⿰禾秋
KC-05503	⿰禾𬙙
KC-05504	⿰禾宰
KC-05506	⿰禾冥
KC-05507	⿰禾鹿
KC-05508	⿰禾商
KC-05509	⿰禾卨
KC-05510	⿰禾梁
KC-05513	⿰禾靡
KC-05515	⿱穴乇
KC-05518	⿱穴𠕅
KC-05520	⿱穴延
KC-05521	⿱穴爾
KC-05523	⿱穴⿰丬瞢
KC-05524	⿰立平
KC-05526	⿰立呈
KC-05528	⿰立曼
KC-05529	⿱竹不
KC-05530	⿱竹仞
KC-05531	⿱竹艮
KC-05532	⿱竹伯
KC-05535	⿱竹珀
KC-05537	⿱竹脩
KC-05538	⿱竹旈
KC-05539	⿱竹敖
KC-05540	⿱竹桶
KC-05541	⿱竹斬
KC-05542	⿱竹揭
KC-05543	⿱竹睘
KC-05544	⿱竹⿰面攵
KC-05546	⿱竹屣
KC-05547	⿱竹錚
KC-05549	⿱竹𢅛
KC-05550	⿱竹閱
KC-05551	⿱竹謁
KC-05552	⿱竹⿲亻丨喿
KC-05553	⿱竹澡
KC-05555	⿰米梁
KC-05556	⿱𫠙米
KC-05557	⿰糸必
KC-05558	⿰糸早
KC-05561	⿰糸𦬪
KC-05564	⿰糸並
KC-05566	⿰糸⿱卯心
KC-05570	⿰糸𢇇
KC-05571	⿰糸商
KC-05572	⿰糸寀
KC-05574	⿰糸違
KC-05575	⿰糸戢
KC-05576	⿰糸⿱𠂊寅
KC-05577	⿰糸齒
KC-05578	⿱酋缶
KC-05582	⿱令罒
KC-05583	⿳罓日𫯜
KC-05587	⿰声羊
KC-05588	⿰羊侖
KC-05594	⿰夾羽
KC-05597	⿰戔羽
KC-05600	⿱杳羽
KC-05604	⿱𡨄羽
KC-05607	⿰惠羽
KC-05608	⿰羽肅
KC-05609	⿱䟽羽
KC-05613	⿱而
KC-05614	⿱流而
KC-05615	⿰耒分
KC-05616	⿰耳𠯳
KC-05617	⿰耳聚
KC-05618	⿰耳賣
KC-05621	⿰月𠯓
KC-05623	⿰月背
KC-05625	⿰月脅
KC-05626	⿰月雲
KC-05627	⿰月⿱𠂊寅
KC-05629	⿰臬⿱臼王
KC-05630	⿱臼𧘇
KC-05631	⿳⿴𦥑水一八
KC-05632	⿰舟百
KC-05633	⿰舟呂
KC-05634	⿰舟典
KC-05637	⿱艹𪱙
KC-05638	⿱艹吏
KC-05644	⿱艹⿰孑且
KC-05650	⿰苽失
KC-05651	⿱艹能
KC-05652	⿱艹狶
KC-05653	⿳艹旲么
KC-05662	⿱艹竭
KC-05664	⿱艹槱
KC-05665	⿱艹罹
KC-05667	⿱艹諹
KC-05668	⿰蔑⿱丆罒
KC-05670	⿱艹擧
KC-05671	⿱艹爀
KC-05672	⿱艹⑰
KC-05673	⿺虎几
KC-05674	⿰虎𡭽
KC-05676	⿺元虫
KC-05678	⿰虫冘
KC-05679	⿰䖝在
KC-05680	⿰虫冝
KC-05681	⿰虫𦚾
KC-05683	⿰虫除
KC-05684	⿰䖝隻
KC-05685	⿰虫𠵛
KC-05686	⿰虫将
KC-05687	⿰虫雲
KC-05688	⿰䖝⿱並心
KC-05693	⿱邑衣
KC-05694	⿳宀牙衣
KC-05695	⿱果衣
KC-05696	⿸庚衣
KC-05697	⿰衤厨
KC-05698	⿰牙見
KC-05699	⿰年見
KC-05701	⿰⿱艹𬎾見
KC-05702	⿰角弃
KC-05704	⿱𤇾角
KC-05706	⿰言用
KC-05708	⿰言歩
KC-05710	⿱𪯢言
KC-05711	⿰言券
KC-05712	⿰言咅
KC-05713	⿰言朋
KC-05714	⿰言⿱穴方
KC-05716	⿰言相
KC-05718	⿲言身攵
KC-05719	⿰言庸
KC-05720	⿱推言
KC-05722	⿰言𠵛
KC-05723	⿰客谷
KC-05724	⿰翕谷
KC-05725	⿰豆夆
KC-05726	⿰冫⿹豖
KC-05728	⿰豖覔
KC-05730	⿱貝彐
KC-05731	⿰貝丐
KC-05732	⿸𠃜貝
KC-05733	⿱𡗜貝
KC-05736	⿰貝完
KC-05739	⿸广䝿
KC-05742	⿰卯賣
KC-05743	⿳賏冖隻
KC-05744	⿱眉⿰貞貞
KC-05747	⿰𧾷土
KC-05748	⿰𧾷厄
KC-05749	⿱奴足
KC-05750	⿰𧾷宕
KC-05751	⿰𧾷昌
KC-05752	⿰𧾷冐
KC-05755	⿰𧾷疾
KC-05757	⿰𧾷層
KC-05758	⿰𧾷赫
KC-05760	⿰𧾷辥
KC-05762	⿰身⿱一𠫝
KC-05763	⿰車引
KC-05764	⿰月車
KC-05767	⿱⿳士冖巛車
KC-05769	⿰車恥
KC-05770	⿱軗肖
KC-05774	⿺辶各
KC-05775	⿺辶析
KC-05777	⿺辶⿱勿勿
KC-05779	⿺辶威
KC-05782	⿺辶家
KC-05784	⿺辶𡩙
KC-05785	⿺辶暑
KC-05789	⿺辶隣
KC-05791	⿺辶⿳夂田㒸
KC-05792	⿰冋阝
KC-05793	⿱加邑
KC-05794	⿰合邑
KC-05795	⿰幽阝
KC-05798	⿰豳阝
KC-05799	⿱亡酉
KC-05800	⿰酉巴
KC-05801	⿰酉木
KC-05802	⿰酉匃
KC-05804	⿰酉行
KC-05806	⿱𣦼酉
KC-05807	⿰酉處
KC-05808	⿰酉業
KC-05809	⿰酉疑
KC-05810	⿰酉薫
KC-05813	⿰金巾
KC-05816	⿰金⿱巫又
KC-05817	⿰金音
KC-05821	⿰金莹
KC-05826	⿰金屡
KC-05829	⿰金誊
KC-05832	⿰金敻
KC-05833	⿳艹殹金
KC-05834	⿰金徵
KC-05835	⿰金麤
KC-05836	⿰申長
KC-05838	⿰步門
KC-05841	⿵門廼
KC-05842	⿵門梨
KC-05843	⿵門習
KC-05844	⿵門臯
KC-05845	⿰阝吉
KC-05846	⿰阝旱
KC-05847	⿰阝匣
KC-05848	⿰阝⿱火㣺
KC-05851	⿰阝集
KC-05852	⿰阝㬅
KC-05853	⿰阝齋
KC-05856	⿱雨占
KC-05857	⿱雨𡉿
KC-05858	⿱雨肙
KC-05859	⿱雨貝
KC-05860	⿱雨⿰云云
KC-05863	⿱雨浹
KC-05864	⿱雨䍃
KC-05865	⿱雨濃
KC-05867	⿱雨⿰氵墪
KC-05868	⿱雨⿰氵⿷
KC-05870	⿱非央
KC-05871	⿱非田
KC-05872	⿰爾面
KC-05875	⿰革失
KC-05876	⿰革菫
KC-05877	⿰革⿳亼吅灬
KC-05879	⿰音己
KC-05880	⿱于音
KC-05882	⿱真音
KC-05884	⿰音黄
KC-05886	⿱愁音
KC-05887	⿰⿱⿻丄𠃍夕頁
KC-05888	⿰哀頁
KC-05890	⿰⿱又韭頁
KC-05891	⿰⿱水面頁
KC-05892	⿰令風
KC-05896	⿰飠它
KC-05897	⿰飠兇
KC-05898	⿰飠回
KC-05899	⿰飠並
KC-05901	⿰飠䖏
KC-05902	⿱䧹食
KC-05903	⿰飠燕
KC-05904	⿰首星
KC-05910	⿰香畟
KC-05914	⿹巾
KC-05915	⿰馬久
KC-05916	⿱台馬
KC-05917	⿰馬叒
KC-05918	⿱合馬
KC-05920	⿰馬凾
KC-05921	⿰馬㒸
KC-05924	⿰骨夾
KC-05925	⿱髟心
KC-05926	⿱髟
KC-05928	⿱髟封
KC-05931	⿺鬼旬
KC-05932	⿰离鬼
KC-05939	⿰𠵛魚
KC-05940	⿰魚臾
KC-05941	⿰魚韋
KC-05942	⿰魚奚
KC-05946	⿰魚卿
KC-05958	⿰申鳥
KC-05960	⿰卵鳥
KC-05963	⿱牧鳥
KC-05965	⿰牧鳥
KC-05966	⿰罗鳥
KC-05967	⿰昴鳥
KC-05968	⿰鳥
KC-05970	⿰梁鳥
KC-05974	⿺麥宛
KC-05975	⿺麥芻
KC-05976	⿸麻𧘇
KC-05978	⿱⿰音里灬
KC-05979	⿰黾旬
KC-05982	⿻𠂛一
KC-05983	⿱杜乙
KC-05985	⿰臬乙
KC-05986	⿱浦乙
KC-05988	⿱麻乙
KC-05990	⿱卞口
KC-05991	⿳亠⿶凵儿冏
KC-05993	⿰亻㔾
KC-06000	⿰亻㐌
KC-06007	⿰亻䖝
KC-06008	⿰亻秃
KC-06009	⿱⿰亻厼也
KC-06013	⿱伱也
KC-06014	⿰亻𡋛
KC-06015	⿰亻勉
KC-06017	⿰亻⿱卂且
KC-06018	⿰亻豹
KC-06019	⿱𠆢盍
KC-06020	⿰亻般
KC-06022	⿰并令
KC-06023	⿲亻
KC-06025	⿰亻賔
KC-06026	⿰亻⿱吉馬
KC-06027	⿰亻暹
KC-06029	⿰兒奚
KC-06030	⿱內𠃍
KC-06032	⿱分內
KC-06038	⿱㓁畢
KC-06040	⿰冫凮
KC-06041	⿰冫⿱⿳冖王罒心
KC-06043	⿰刃井
KC-06045	⿱刀肉
KC-06047	⿰客刂
KC-06049	⿰寕刂
KC-06050	⿰⿱卯隹刂
KC-06051	⿱其力
KC-06052	⿰韋力
KC-06053	⿱旅力
KC-06054	⿰䖏力
KC-06055	⿰其勺
KC-06056	⿰𠦝匕
KC-06064	⿸鴈真
KC-06065	⿰𡸁⿱𫝀又
KC-06067	⿱口上
KC-06068	⿱口下
KC-06069	⿱九叱
KC-06070	⿱山叱
KC-06073	⿱口州
KC-06076	⿱吹口
KC-06077	⿰口𪩡
KC-06082	⿰口孤
KC-06083	⿰口⿱日月
KC-06093	⿰口效
KC-06094	⿲口交欠
KC-06095	⿰咼亢
KC-06096	⿰口⿱艹𦒳
KC-06097	⿱赦口
KC-06098	⿰口部
KC-06099	⿱酒吒
KC-06100	⿱𠱠⿲丩丩丩
KC-06101	⿱䓁叱
KC-06102	⿰口⿱艹⿸厂𢎿
KC-06103	⿰口⿳士冖疌
KC-06104	⿲口亻⿳𦣻冖友
KC-06105	⿱⿰尹阝𠵨
KC-06106	⿰咠咠
KC-06107	⿰口𢀩
KC-06109	⿰戰口
KC-06110	⿱瑟叱
KC-06111	⿰口羲
KC-06112	⿳𠱯目吅
KC-06113	⿱嗚吽
KC-06114	⿱告𠼑
KC-06115	⿱嚩日
KC-06116	⿱嚬卑
KC-06120	⿴囗辛
KC-06121	⿴囗責
KC-06123	⿱入土
KC-06127	⿰土早
KC-06128	⿰土㫖
KC-06130	⿸虎土
KC-06134	⿰土表
KC-06135	⿰土䑣
KC-06136	⿰土𥘿
KC-06138	⿰土堂
KC-06139	⿰土寀
KC-06140	⿰土虗
KC-06144	⿳畾冖圡
KC-06145	⿰土顥
KC-06147	⿱賏夊
KC-06148	⿱夕周
KC-06152	⿱㕣大
KC-06155	⿱大垔
KC-06156	⿱夾圭
KC-06158	⿰奠丈
KC-06160	⿰⿱⿻千𠈌一夬
KC-06161	⿰票𡘆
KC-06162	⿰女矛
KC-06164	⿰女匣
KC-06165	⿱⿰牙攵女
KC-06166	⿲女臣巳
KC-06167	⿱流女
KC-06168	⿰女眇
KC-06170	⿱好安
KC-06171	⿰女蕳
KC-06172	⿰孑⿳𠂊只免
KC-06173	⿱宀占
KC-06174	⿳宀⿰山
KC-06175	⿱宀彦
KC-06177	⿱宀夏
KC-06179	⿱宀遠
KC-06180	⿱宀蕎
KC-06182	⿰畗尤
KC-06184	⿸尸徒
KC-06185	⿰山于
KC-06187	⿱㓁山
KC-06189	⿰山汪
KC-06191	⿱山𡕙
KC-06193	⿱山敀
KC-06194	⿱山毘
KC-06195	⿰山省
KC-06196	⿱山𦍑
KC-06197	⿰山卽
KC-06199	⿱山⿻戊臣
KC-06200	⿱鹿山
KC-06201	⿱山⿰𫯝欠
KC-06202	⿱山菐
KC-06203	⿰山萦
KC-06204	⿱山凝
KC-06205	⿱山⿰𩵋羊
KC-06206	⿰山⿳山十𠪚
KC-06207	⿱巛天
KC-06210	⿰由巳
KC-06213	⿰巾㘝
KC-06214	⿰巾它
KC-06215	⿰巾呈
KC-06216	⿰巾⿱𦍌几
KC-06217	⿰巾胃
KC-06218	⿰巾⿱𫝀吊
KC-06219	⿰巾豦
KC-06220	⿰帛帛
KC-06221	⿸广尤
KC-06223	⿸广光
KC-06224	⿸广更
KC-06225	⿸广兒
KC-06227	⿸广隆
KC-06229	⿸广奭
KC-06230	⿸广贅
KC-06231	⿸广羴
KC-06232	⿸广⿱車䖵
KC-06233	⿺廴丰
KC-06235	⿰弁爵
KC-06236	⿰弓⿱⺊⿸𪠥
KC-06238	⿱彐軍
KC-06240	⿰彳冋
KC-06241	⿰彳㝎
KC-06243	⿰忄丹
KC-06244	⿳一口心
KC-06245	⿰忄早
KC-06247	⿰忄⿳十冖力
KC-06248	⿰忄⿹勹文
KC-06249	⿰忄貝
KC-06250	⿰忄男
KC-06251	⿰忄究
KC-06252	⿰忄⿷匚舟
KC-06253	⿱宀𢘤
KC-06255	⿰忄垣
KC-06258	⿱柱心
KC-06260	⿰忄效
KC-06265	⿱景心
KC-06267	⿱⿰𫯝欠心
KC-06268	⿱𪯎心
KC-06270	⿰忄賈
KC-06273	⿱粘𠇍
KC-06274	⿰忄蒼
KC-06275	⿰忄厨
KC-06278	⿱澄心
KC-06279	⿰忄霍
KC-06280	⿱⿳龸口里心
KC-06282	⿰冋戈
KC-06283	⿰𥙊戈
KC-06285	⿰扌𠂔
KC-06290	⿰扌封
KC-06293	⿰扌鬼
KC-06294	⿰扌案
KC-06296	⿰扌逮
KC-06297	⿰扌嗇
KC-06298	⿰扌歲
KC-06299	⿰扌還
KC-06301	⿰扌⿸麻厶
KC-06302	⿰扌⿺辶𠁅
KC-06304	⿱瑟抳
KC-06305	⿰扌⿳釆甲⿲干丨干
KC-06306	⿰了攵
KC-06307	⿰歹攵
KC-06308	⿰攵
KC-06309	⿰⿱爻月攴
KC-06314	⿳吅斗吅
KC-06315	⿱⿰工几斤
KC-06316	⿱日𠃍
KC-06317	⿰日孔
KC-06318	⿱北日
KC-06319	⿰日夺
KC-06320	⿰日亦
KC-06321	⿰日改
KC-06322	⿱日𣱵
KC-06323	⿱日夋
KC-06324	⿱日录
KC-06325	⿰日欣
KC-06326	⿰日盈
KC-06327	⿰日咠
KC-06328	⿳日⿰丰丰一
KC-06329	⿰日𡕚
KC-06330	⿰日奚
KC-06331	⿰日真
KC-06332	⿱日哩
KC-06333	⿰日普
KC-06335	⿰日閑
KC-06336	⿰日⿳丿𠈌亐
KC-06337	⿰日睿
KC-06338	⿰日勲
KC-06339	⿰量或
KC-06340	⿱日羅
KC-06341	⿰日獻
KC-06343	⿰月卩
KC-06346	⿰月𡩟
KC-06348	⿱朋空
KC-06349	⿰月震
KC-06350	⿰月罷
KC-06351	⿰月⿳雨罒巫
KC-06352	⿱木𠃍
KC-06357	⿱列木
KC-06358	⿰木⿱𠂉正
KC-06359	⿰木孜
KC-06360	⿰木麦
KC-06362	⿰木萑
KC-06364	⿱保木
KC-06365	⿲木方⿱𠂉冄
KC-06367	⿰木𧙑
KC-06368	⿰果句
KC-06369	⿱鹵木
KC-06370	⿰東余
KC-06371	⿰木𫈏
KC-06374	⿰木⿱羽向
KC-06378	⿰木蒼
KC-06381	⿰木霛
KC-06382	⿰木𩱕
KC-06383	⿰木覊
KC-06384	⿰卜欠
KC-06388	⿱止
KC-06389	⿰止吾
KC-06390	⿰止足
KC-06391	⿰⿱止司令
KC-06395	⿱亚比
KC-06397	⿺毛夋
KC-06398	⿺毛裘
KC-06399	⿺毛禀
KC-06401	⿰氵匂
KC-06402	⿰氵⿱几工
KC-06406	⿰氵⿱夭廾
KC-06407	⿰氵庐
KC-06408	⿱沃壬
KC-06412	⿰氵炯
KC-06413	⿰氵変
KC-06415	⿰氵負
KC-06416	⿰氵幽
KC-06417	⿲氵耳干
KC-06419	⿰氵⿱古皿
KC-06420	⿰氵⿳由儿夂
KC-06421	⿰氵𨊫
KC-06422	⿰氵㓒
KC-06423	⿰氵𥑟
KC-06424	⿰氵䙷
KC-06425	⿰氵⿱老可
KC-06428	⿰氵䄅
KC-06429	⿰氵⿱夾目
KC-06432	⿰氵⿳亠囬冝
KC-06433	⿰氵䇿
KC-06434	⿰氵戫
KC-06435	⿱粘
KC-06436	⿲氵𧾷⿱一𠫝
KC-06437	⿰氵輔
KC-06438	⿰氵⿳自罒大
KC-06439	⿰氵際
KC-06440	⿰氵⿱雨⿻工丷
KC-06442	⿰氵⿱大𡻕
KC-06443	⿰氵𠁗
KC-06447	⿰氵薰
KC-06449	⿰氵𡕸
KC-06451	⿰火尹
KC-06452	⿱火因
KC-06453	⿰火任
KC-06456	⿸严火
KC-06457	⿰火肰
KC-06458	⿰火⿱𣅋八
KC-06459	⿱桂灬
KC-06460	⿰火咠
KC-06461	⿱兹灬
KC-06462	⿰火怠
KC-06463	⿰火将
KC-06465	⿳林冖火
KC-06466	⿰火邕
KC-06468	⿰火尉
KC-06469	⿰火勗
KC-06470	⿳⿰火火宀必
KC-06473	⿰火悳
KC-06475	⿱敬灬
KC-06476	⿱賔灬
KC-06479	⿱薛火
KC-06483	⿰丬古
KC-06486	⿰牛宓
KC-06487	⿰牛奔
KC-06488	⿱⿳士巛冖牛
KC-06489	⿰犭吅
KC-06490	⿰犭而
KC-06491	⿰犭𣍟
KC-06492	⿰犭甾
KC-06493	⿰犭枼
KC-06497	⿰犭斯
KC-06498	⿰王它
KC-06499	⿲彳玉亍
KC-06500	⿰王却
KC-06501	⿰王佑
KC-06502	⿰王寽
KC-06503	⿰王⿱文火
KC-06505	⿰王表
KC-06510	⿺風王
KC-06513	⿱⿰未攵⿵𠘨王
KC-06514	⿰王衆
KC-06515	⿰王喆
KC-06517	⿰王葺
KC-06520	⿰王䝺
KC-06523	⿱亠璺
KC-06528	⿰生更
KC-06529	⿰甫尃
KC-06531	⿱田水
KC-06532	⿱田巴
KC-06533	⿱艮田
KC-06534	⿰田弟
KC-06535	⿱田炎
KC-06537	⿰田⿱老可
KC-06538	⿱毗耶
KC-06539	⿱毗藥
KC-06540	⿱疋
KC-06543	⿰皇尤
KC-06545	⿰皮夋
KC-06548	⿱艮皿
KC-06549	⿱⿳由丷八皿
KC-06550	⿱⿰土⿱𠂉古皿
KC-06552	⿱貇皿
KC-06553	⿰目㝎
KC-06554	⿰目畢
KC-06555	⿰目臯
KC-06556	⿰目焉
KC-06557	⿰目⿱⿱⿻卄口冖且
KC-06558	⿱皼目
KC-06559	⿰目羅
KC-06560	⿱㓙石
KC-06563	⿱⿰白王石
KC-06564	⿰石臭
KC-06567	⿰石陳
KC-06568	⿰石答
KC-06570	⿰石隐
KC-06571	⿰石電
KC-06572	⿰石準
KC-06573	⿰石⿱十
KC-06574	⿰石疂
KC-06575	⿰石轉
KC-06576	⿰石難
KC-06577	⿰示斥
KC-06578	⿰示令
KC-06580	⿰示戎
KC-06581	⿰示⿺廴㠯
KC-06583	⿰示咸
KC-06584	⿰示賛
KC-06585	⿰示暴
KC-06586	⿰示羅
KC-06587	⿰禾王
KC-06588	⿰禾𡘆
KC-06589	⿰禾孟
KC-06590	⿰禾忩
KC-06591	⿰禾𬎾
KC-06592	⿰禾者
KC-06593	⿰禾冕
KC-06594	⿰禾通
KC-06595	⿰禾畨
KC-06596	⿰禾喆
KC-06597	⿰禾㑒
KC-06599	⿰禾麕
KC-06600	⿱穴呀
KC-06602	⿱穴晁
KC-06603	⿱穴率
KC-06604	⿱穴悳
KC-06605	⿱穴⿰爿桌
KC-06606	⿱穴𨁍
KC-06607	⿰立左
KC-06609	⿰立益
KC-06610	⿰立竟
KC-06611	⿰立𡩖
KC-06612	⿱竹切
KC-06614	⿱竹他
KC-06615	⿱竹拃
KC-06616	⿱竹保
KC-06617	⿳竹旲日
KC-06619	⿱竹⿰飠力
KC-06621	⿱𥭛皿
KC-06624	⿱竹𧇀
KC-06625	⿳竹亡⿲月女卂
KC-06626	⿳竹𢆉取
KC-06627	⿰米主
KC-06628	⿰米急
KC-06629	⿳艹米
KC-06630	⿰糸⿱厶友
KC-06633	⿰糸隶
KC-06634	⿰糸㢱
KC-06635	⿰糸穸
KC-06636	⿰糸𪪎
KC-06637	⿰糸𧴲
KC-06639	⿰糸常
KC-06640	⿰糸虖
KC-06644	⿰糸⿱果衣
KC-06645	⿰缶皮
KC-06646	⿰缶坐
KC-06647	⿳⿴𦥑与冖缶
KC-06648	⿱㓁𡕒
KC-06650	⿱罒𬚳
KC-06651	⿱罒真
KC-06652	⿳罓冖⿵真力
KC-06653	⿱覀⿰馬竒
KC-06655	⿱羔次
KC-06656	⿰羔羊
KC-06657	⿰中羽
KC-06658	⿱羽交
KC-06659	⿰羽成
KC-06660	⿰享羽
KC-06661	⿰羽宣
KC-06662	⿰皇羽
KC-06663	⿰⿱𢆶匹羽
KC-06665	⿱老可
KC-06667	⿰耒𠮦
KC-06668	⿰耒字
KC-06669	⿲耳目弓
KC-06670	⿰甚聿
KC-06673	⿰月开
KC-06674	⿰扁月
KC-06675	⿰月哲
KC-06678	⿰育⿱一𠫝
KC-06679	⿱粥肉
KC-06680	⿳亡罒⿲月貝乚
KC-06683	⿳自⿰自自十
